cod_vh;cod_viv;cod_hog;cod_utam_hg;zat_hg;cod_upl_hg;nom_mun_hg;estrato_hg;tipo_vehículo;cantidad;tipo_combustible;mun_matricula;tipo_placa;exento_pyp;modelo;propiedad_vh;key_hg;fexp_vh;
126;10187;839;UTAM074;195;9;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:0946cb09-b068-4c8c-bbd5-1e1b5f175c46; 662,4 ;
127;10150;7567;UTAM074;194;9;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:552f2041-275d-44c2-9f0c-3ecd79552750; 728,7 ;
128;10188;12172;UTAM074;195;9;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:88d0f624-71e6-459b-9011-7b463884afa1; 670,5 ;
129;4703;8030;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2010;Este hogar;uuid:5a3f7ae9-5133-4098-aead-98595bbf047a; 6,2 ;
130;4646;16318;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:b7253c0c-18b7-4d65-b6dd-813f77097430; 6,2 ;
131;4646;16318;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2016;Este hogar;uuid:b7253c0c-18b7-4d65-b6dd-813f77097430; 6,2 ;
132;4652;6432;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:47f4051f-de8c-4444-a7a9-064256575aee; 6,2 ;
133;9914;8812;UTAM029;121;11;Bogotá D.C.;1;Taxi;1;Sólo Gasolina;11001;Pública;No;NS/NR;Este hogar;uuid:634e48c2-de52-4f47-ad74-017996956139; 304,9 ;
134;4907;3788;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:2accb1c1-43d6-464a-adc1-0160b9ce2c09; 6,1 ;
135;7396;15041;UTAM082;529;20;Bogotá D.C.;2;Moto - carro;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:a932d248-292c-4954-b69e-fd0850548227; 291,4 ;
136;7396;15041;UTAM082;529;20;Bogotá D.C.;2;Moto - carro;1;Sólo Gasolina;No aplica;Privada;NA (motos);2008;Este hogar;uuid:a932d248-292c-4954-b69e-fd0850548227; 291,4 ;
137;4667;7887;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2017;Este hogar;uuid:58bbb03d-e414-4541-ba88-8d83e30bdbfd; 6,2 ;
138;4937;1706;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:12d27dea-6368-4526-8862-ede60272bb21; 6,2 ;
139;4927;17637;UTAM064;1150;31;Bogotá D.C.;1;Automóvil;1;Sólo Gasolina;11001;Pública;No;NS/NR;Este hogar;uuid:c5f9cab2-2708-4169-ba8a-e9f8bdd46a74; 6,2 ;
140;4938;17657;UTAM064;1150;31;Bogotá D.C.;1;Automóvil;1;Sólo Gasolina;11001;Pública;No;1997;Este hogar;uuid:c630ace7-e361-4ef0-a038-eec84291049d; 6,1 ;
141;4935;22422;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:fc2a705b-5fce-469c-8591-5bfdf62d64a9; 6,2 ;
142;4068;17733;UPR0003;1152;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:c7274123-04ed-41f8-b94e-19e9481db742; 10,8 ;
143;3956;14489;UPR0003;1152;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2010;Este hogar;uuid:a2b33b4c-c4b6-41bb-8072-bda532e2e365; 10,8 ;
144;4645;13230;UTAM064;1150;31;Bogotá D.C.;1;Campero/Camioneta;1;Diésel;68077;Pública;No;2012;Este hogar;uuid:949fb25d-707b-4e56-b254-7c90349d1bcd; 6,2 ;
145;4647;10222;UTAM064;1150;31;Bogotá D.C.;1;Automóvil;1;GNV y gasolina;25175;Pública;No;1987;Este hogar;uuid:735c2ab6-5418-4158-bb79-2b64966267f3; 6,2 ;
146;4183;16425;UPR0003;1152;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2016;Este hogar;uuid:b85ed0a8-174e-4d4b-b4c4-4d100da88435; 10,4 ;
147;4821;21903;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2023;Este hogar;uuid:f65af4c8-7189-44c7-83fe-67a9b2934c54; 6,1 ;
148;10147;4465;UTAM074;194;9;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2018;Este hogar;uuid:320fc74b-0b71-4344-b6f9-947979b841bc; 715,0 ;
149;3904;20588;UPR0003;1152;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:e737ba87-57b7-4681-a1a0-1dd682ca2111; 10,8 ;
150;3568;8544;UTAM058;752;27;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2014;Este hogar;uuid:60217c1e-7e2f-4840-a968-df1ac87efc7d; 206,4 ;
151;4783;15336;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:ac6e4839-cdc5-4a6a-b29d-2509baeca83f; 6,0 ;
152;4744;12762;UTAM064;1150;31;Bogotá D.C.;1;Automóvil;1;GNV;11001;Privada;No;1991;Este hogar;uuid:8f102723-592a-4d53-b211-7fdc7d5b73ee; 6,1 ;
153;5;17666;UTAM033;465;30;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2023;Este hogar;uuid:c64cd427-7053-4133-a5c3-22a75a40cae2; 122,0 ;
154;10149;16156;UTAM074;194;9;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2005;Este hogar;uuid:b550a62b-0c46-4d33-ac3a-bfe7dcb0bf6a; 914,9 ;
155;10152;20099;UTAM074;194;9;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:e17bd9c1-8bce-4f6a-9ca8-67b6b72c842f; 722,5 ;
156;10193;6980;UTAM074;195;9;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2008;Este hogar;uuid:4e0e2e8a-15dc-4491-aa61-477795929701; 645,6 ;
157;10185;5020;UTAM074;195;9;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2006;Este hogar;uuid:37e4f666-3c98-44e9-8493-31e8472c4ec8; 669,8 ;
158;12190;8895;UTAM076;309;10;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2002;Este hogar;uuid:64430662-c31a-49f6-a15e-71f7efac4877; 77,7 ;
159;12179;18329;UTAM076;309;10;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;NS/NR;Este hogar;uuid:cdf682b5-b285-4fd2-a3d8-0cc8733e4f8f; 58,0 ;
160;12180;5786;UTAM076;309;10;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2007;Este hogar;uuid:4085d755-232f-45cc-be01-362cfab38bab; 77,3 ;
161;138;15457;UTAM033;469;30;Bogotá D.C.;2;Campero/Camioneta;1;Sólo Gasolina;11001;Privada;No;2017;Este hogar;uuid:adf4cf64-f05c-4a84-b455-3ff00db02d28; 93,4 ;
162;4950;20388;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2015;Este hogar;uuid:e4e7a4e7-9405-4f70-8f39-e19bdd5e554e; 6,1 ;
163;4928;12330;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:8a3865c7-df4b-4a50-85d5-8bf96957db4e; 6,4 ;
164;3575;19484;UTAM058;752;27;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2017;Este hogar;uuid:dab11c78-7760-4466-9d3e-ad5c50947f1f; 195,5 ;
165;7361;1593;UTAM082;529;20;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:1188b20d-6d7d-4d8d-88b3-1b7f020c9921; 296,4 ;
166;4837;8372;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2014;Este hogar;uuid:5e2e805b-976b-42ee-b3d8-b04379f7504d; 6,2 ;
167;4956;22456;UTAM064;1150;31;Bogotá D.C.;1;Automóvil;1;Sólo Gasolina;5001;Privada;No;1992;Este hogar;uuid:fc9717cc-ffc3-4a2a-8ce3-9aef5d7fd2aa; 6,2 ;
168;11;1013;UTAM033;465;30;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:0b3d2ce4-052b-4361-813c-168d8116361e; 114,8 ;
169;8;13423;UTAM033;465;30;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2020;Este hogar;uuid:96affdca-4304-4fc2-995c-ec2b1c8279ed; 116,1 ;
170;8;13423;UTAM033;465;30;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:96affdca-4304-4fc2-995c-ec2b1c8279ed; 116,1 ;
171;7367;5900;UTAM082;529;20;Bogotá D.C.;1;Automóvil;1;Sólo Gasolina;11001;Privada;No;2009;Este hogar;uuid:41bf56b4-a4ef-4ad6-adb7-3c8f9a08fc93; 312,5 ;
172;7367;5900;UTAM082;529;20;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:41bf56b4-a4ef-4ad6-adb7-3c8f9a08fc93; 312,5 ;
173;3492;21225;UTAM058;753;27;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;1999;Este hogar;uuid:eea30f46-1e09-4e1b-97ba-dfe5d4ba1972; 195,5 ;
174;10031;2788;UTAM116;198;9;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:1f7cb979-a89b-42bf-8151-b58a3ef3d8da; 31,8 ;
175;3556;2587;UTAM058;752;27;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Pública;No;NS/NR;Este hogar;uuid:1d426363-77c5-4c56-a64c-3bc37dba65b4; 201,4 ;
176;3563;21560;UTAM058;752;27;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;1996;Este hogar;uuid:f2698681-4a11-40db-b37c-fd4928230a67; 228,8 ;
177;15360;2645;UTAM010;20;3;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:1de9c154-01f0-4545-bab5-29772e35ee92; 71,6 ;
178;15360;2645;UTAM010;20;3;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2023;Este hogar;uuid:1de9c154-01f0-4545-bab5-29772e35ee92; 71,6 ;
179;15358;10893;UTAM010;20;3;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:7acc3568-844b-45a9-970e-23201e25f654; 88,3 ;
180;15314;15534;UTAM010;20;3;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:aec9bfa5-17d3-4333-af7a-c027644af086; 113,1 ;
181;15355;9436;UTAM010;20;3;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:69e94cba-4b75-423b-ade2-b08af6232a81; 125,2 ;
182;15355;9436;UTAM010;20;3;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:69e94cba-4b75-423b-ade2-b08af6232a81; 125,2 ;
183;141;9578;UTAM033;469;30;Bogotá D.C.;2;Taxi;1;Sólo Gasolina;11001;Pública;No;2011;Este hogar;uuid:6ba57ec6-7362-4f41-8d44-9d92acb057c4; 111,6 ;
184;4805;21588;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2017;Este hogar;uuid:f2f61001-db66-407c-bf57-f0f7e1b9e485; 7,2 ;
185;4943;18000;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2015;Este hogar;uuid:ca3af962-ae4b-4680-9e78-06c9c3d2d152; 6,2 ;
186;4943;18000;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:ca3af962-ae4b-4680-9e78-06c9c3d2d152; 6,2 ;
187;16513;19426;UTAM071;114;7;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;50001;Privada;No;1996;Este hogar;uuid:da114a8b-ec16-46e0-b4dd-aa2250b92993; 681,2 ;
188;16515;269;UTAM071;114;7;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2023;Este hogar;uuid:02f89ef5-6ef2-4e39-a4bb-b8f8496c0a83; 573,4 ;
189;16516;17813;UTAM071;114;7;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:c7f9e2e3-4438-4ecf-9cbe-b00628c02f7c; 709,2 ;
190;9723;1017;UTAM029;125;11;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;25286;Privada;No;2019;Este hogar;uuid:0b472e9c-c7dd-4b43-8cdb-98f54835a79e; 305,1 ;
191;9723;1017;UTAM029;125;11;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:0b472e9c-c7dd-4b43-8cdb-98f54835a79e; 305,1 ;
192;9729;7917;UTAM029;125;11;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2010;Este hogar;uuid:5912951f-91a1-4799-9681-b9cbb2b06dd1; 504,5 ;
193;4820;20878;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:eac16797-75e2-46d3-b5bf-499918da0b11; 6,1 ;
194;4761;4699;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2006;Este hogar;uuid:347d3560-61b3-45ff-893a-4da0a63c00f5; 6,2 ;
195;4888;11859;UTAM064;1150;31;Bogotá D.C.;1;Automóvil;1;Sólo Gasolina;11001;Privada;No;2009;Este hogar;uuid:85471a16-d169-437e-907e-7b7b56f68e32; 6,1 ;
196;4888;11859;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:85471a16-d169-437e-907e-7b7b56f68e32; 6,1 ;
197;7340;15961;UTAM082;529;20;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:b33f6b01-5aca-488f-8776-b351bdadfa58; 245,8 ;
198;16537;13173;UTAM071;115;7;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2017;Este hogar;uuid:93e74027-8a73-43c3-b37d-eecbaeaebe3a; 580,4 ;
199;7;20757;UTAM033;465;30;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2016;Este hogar;uuid:e96383bb-b036-4081-b381-3ce509588e0e; 101,9 ;
200;6;16658;UTAM033;465;30;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2012;Este hogar;uuid:baea7f97-bd06-4358-8a59-4910fcb3ed41; 115,4 ;
201;9743;6733;UTAM029;123;11;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:4b3acbe6-83e6-4128-8e34-295a6c4ef11d; 356,2 ;
202;10356;19000;UTAM029;122;11;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Pública;No;2013;Este hogar;uuid:d57d1b38-84e8-42f5-9c4a-f3557cd5576b; 272,8 ;
203;2373;3966;UTAM054;979;29;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;NS/NR;Este hogar;uuid:2cd1cd5f-6828-45be-9877-5fad4fb5f63f; 127,2 ;
204;2373;3966;UTAM054;979;29;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:2cd1cd5f-6828-45be-9877-5fad4fb5f63f; 127,2 ;
205;2373;3966;UTAM054;979;29;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:2cd1cd5f-6828-45be-9877-5fad4fb5f63f; 127,2 ;
206;119;22514;UTAM032;602;30;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;5376;Privada;No;2010;Este hogar;uuid:fd233887-956f-43e7-97f8-34b68b81d1d7; 320,9 ;
207;4743;13810;UTAM064;1150;31;Bogotá D.C.;1;Automóvil;1;Sólo Gasolina;25377;Privada;No;1993;Este hogar;uuid:9b0f0827-4c39-4d1c-8ec3-dfaca01cf2e2; 6,2 ;
208;4745;11001;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2016;Este hogar;uuid:7be610c3-5ee7-4e43-9b1a-d704c40bd9c3; 6,2 ;
209;4886;15477;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2013;Este hogar;uuid:ae339961-54e9-4748-a949-5440baf49040; 6,1 ;
210;4898;5084;UTAM064;1150;31;Bogotá D.C.;1;Automóvil;1;Sólo Gasolina;11001;Privada;No;2001;Este hogar;uuid:38a42c66-07c4-4dad-b2d8-38414587e287; 6,2 ;
211;4895;21509;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:f1cb577d-4eeb-4b47-b83f-b7ddefacede5; 6,2 ;
212;9;12804;UTAM033;465;30;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2015;Este hogar;uuid:8fa3ba71-c606-40aa-8c46-d23263648837; 95,8 ;
213;9;12804;UTAM033;465;30;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2015;Este hogar;uuid:8fa3ba71-c606-40aa-8c46-d23263648837; 95,8 ;
214;4;4856;UTAM033;465;30;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2018;Este hogar;uuid:36288689-063c-499d-99ec-059c1833830e; 91,4 ;
215;3913;79;UPR0003;1152;26;Bogotá D.C.;1;Automóvil;1;Sólo Gasolina;25175;Privada;NS/NR;1975;Este hogar;uuid:00d7492b-ca4d-4188-a66a-32fe4373b736; 12,0 ;
216;10131;4000;UTAM074;196;9;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2013;Este hogar;uuid:2d258fcd-3f30-4fd2-90c2-f912b7690828; 684,6 ;
217;10367;849;UTAM029;122;11;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:09722972-aaa4-4289-9e29-6304da42fa04; 267,7 ;
218;4913;14348;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);1999;Empresa donde trabaja;uuid:a12ad743-bb98-47d9-b223-5f955a47c726; 6,1 ;
219;4890;19415;UTAM064;1150;31;Bogotá D.C.;1;Moto - carro;1;Sólo Gasolina;No aplica;Pública;NA (motos);2024;Este hogar;uuid:d9f402f2-7bb5-486b-8573-9edd22d5c196; 6,1 ;
220;2371;66;UTAM054;979;29;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;25430;Privada;No;2023;Este hogar;uuid:00ac13b1-229c-4c3d-b29f-a6fdf938656e; 139,1 ;
221;2371;66;UTAM054;979;29;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2023;Este hogar;uuid:00ac13b1-229c-4c3d-b29f-a6fdf938656e; 139,1 ;
222;2371;66;UTAM054;979;29;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2022;Este hogar;uuid:00ac13b1-229c-4c3d-b29f-a6fdf938656e; 139,1 ;
223;2371;66;UTAM054;979;29;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:00ac13b1-229c-4c3d-b29f-a6fdf938656e; 139,1 ;
224;3576;19623;UTAM058;752;27;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2014;Este hogar;uuid:dc2d762c-1a2d-4703-83ea-bb732755b2a5; 243,7 ;
225;3576;19623;UTAM058;752;27;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2013;Otro hogar;uuid:dc2d762c-1a2d-4703-83ea-bb732755b2a5; 243,7 ;
226;3572;10425;UTAM058;752;27;Bogotá D.C.;2;Automóvil;1;Diésel;11001;Privada;Sí, vehículo transporte personas discapacidad;2013;Este hogar;uuid:7568058c-819f-4c9a-a6c4-0f32fa279379; 200,3 ;
227;3497;9939;UTAM058;753;27;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:6fb46095-9c7c-4ec5-abb3-8db6f5ee5a17; 192,4 ;
228;3506;18139;UTAM058;753;27;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);1984;Este hogar;uuid:cbc97daa-c8ab-4f6d-9b1c-3776d1a706bf; 199,1 ;
229;5665;21209;UTAM043;374;15;Bogotá D.C.;3;Taxi;1;Sólo Gasolina;11001;Pública;No;2015;Este hogar;uuid:ee8614fc-a3bd-458a-ab49-9e94bf1c1d38; 263,0 ;
230;4784;6622;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2010;Este hogar;uuid:4a284a73-4f31-455a-a68f-bfcb54ba1755; 6,2 ;
231;4784;6622;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Otro hogar;uuid:4a284a73-4f31-455a-a68f-bfcb54ba1755; 6,2 ;
232;10034;19294;UTAM116;198;9;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2008;Este hogar;uuid:d8c4d56a-c6fd-4b3e-97d9-7ce9c4d1b95d; 33,1 ;
233;10034;19294;UTAM116;198;9;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2023;Este hogar;uuid:d8c4d56a-c6fd-4b3e-97d9-7ce9c4d1b95d; 33,1 ;
234;140;2654;UTAM033;469;30;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:1e0b67a0-1577-427a-9380-971f31581213; 97,4 ;
235;4786;18238;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2013;Este hogar;uuid:ccdb5894-5bda-42d9-bcb8-8c14e4477d8f; 6,7 ;
236;4893;12957;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2017;Este hogar;uuid:915b94c3-5a37-478c-a50f-22114aaff9ff; 6,2 ;
237;116;2057;UTAM032;969;30;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2015;Este hogar;uuid:171b651f-a408-4d2f-9b20-0a37b332d048; 264,2 ;
238;139;3971;UTAM033;469;30;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2016;Este hogar;uuid:2cdde3fb-b768-4fe6-978f-8f16af8deda3; 110,6 ;
239;4782;14663;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);1996;Este hogar;uuid:a4a7dbc2-4825-4ef4-ac11-13355e9df975; 6,1 ;
240;4785;3197;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2012;Este hogar;uuid:242a8d96-2dc8-44d9-828f-fe89984285ee; 6,0 ;
241;4964;17192;UTAM064;1150;31;Bogotá D.C.;1;Campero/Camioneta;1;Sólo Gasolina;11001;Privada;No;2018;Este hogar;uuid:c0dea691-8fcf-45d2-87f5-d131eee5e711; 6,2 ;
242;10035;16309;UTAM116;198;9;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2017;Este hogar;uuid:b7114ce0-ac9b-4c2f-86b7-3c33c20fad3c; 31,4 ;
243;10038;12583;UTAM116;198;9;Bogotá D.C.;2;Campero/Camioneta;1;Sólo Gasolina;11001;Privada;No;2006;Este hogar;uuid:8d0f883f-e7b5-4082-b6f2-81e20e905bdc; 31,8 ;
244;4949;16557;UTAM064;1150;31;Bogotá D.C.;1;Camión;1;Diésel;11001;Pública;Sí, vehículo de servicio especial;2015;Este hogar;uuid:b9becfa7-beb4-4940-b6ea-740cf31a7c9f; 6,2 ;
245;4945;20891;UTAM064;1150;31;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2024;Este hogar;uuid:eaeb7f30-08ae-46d8-8388-6dc81b325545; 6,2 ;
246;3581;11300;UTAM058;752;27;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Pública;No;2014;Este hogar;uuid:7efeefc1-55b6-4fe8-a4d2-9b27d64658f5; 197,7 ;
247;6686;4767;UTAM084;560;22;Bogotá D.C.;1;Moto - carro;1;Sólo Gasolina;No aplica;Privada;No;2019;Este hogar;uuid:3552f464-6ab1-4771-8ee0-63974a5f5dde; 451,8 ;
248;105;18033;UTAM033;968;30;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2015;Este hogar;uuid:ca9333ea-2b46-4f43-a440-a2818fcde453; 113,7 ;
249;105;18033;UTAM033;968;30;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2015;Este hogar;uuid:ca9333ea-2b46-4f43-a440-a2818fcde453; 113,7 ;
250;6254;16460;UTAM081;531;22;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2005;Este hogar;uuid:b8bd1a0e-24e2-4da9-bb1d-f6ec94a41dc5; 146,9 ;
