,zat_ori,zat_des,Origin Trips,Destination Trips,Org Nodal Strength,Dest Nodal Strength,Distances,Trips,s_ij,S_ij
38,47,10,4.0,94.0,8.0,186.0,2408.725677092507,2.0,458.0,224.0
39,93,10,6.0,94.0,14.0,186.0,5515.8627352413305,1.0,3213.0,1606.0
40,204,10,2.0,94.0,4.0,186.0,11804.15790879828,1.0,6913.0,3456.0
41,65,10,3.0,94.0,6.0,186.0,3530.9736527529326,1.0,1583.0,792.0
42,11,10,3.0,94.0,6.0,186.0,667.0763949917873,1.0,4.0,2.0
43,4,10,5.0,94.0,10.0,186.0,1885.090382090396,1.0,72.0,36.0
44,338,10,3.0,94.0,6.0,186.0,16273.099142405797,1.0,6963.0,3481.0
45,339,10,1.0,94.0,2.0,186.0,15965.97003907299,1.0,6966.0,3483.0
46,22,10,2.0,94.0,4.0,186.0,1793.6639031873183,1.0,96.0,49.0
47,227,10,2.0,94.0,4.0,186.0,12449.058909410474,1.0,6934.0,3467.0
48,854,10,1.0,94.0,2.0,186.0,4309.722655839295,1.0,1382.0,690.0
49,1011,10,1.0,94.0,2.0,186.0,1030.8042039064867,1.0,28.0,14.0
50,7,10,2.0,94.0,4.0,186.0,750.1470231230492,1.0,8.0,4.0
51,1059,10,1.0,94.0,2.0,186.0,4153.038652487662,1.0,80.0,40.0
52,9,28,28.0,35.0,56.0,70.0,1336.8998262098676,4.0,223.0,113.0
53,10,28,92.0,35.0,186.0,70.0,2044.534267275227,3.0,168.0,84.0
54,86,28,33.0,35.0,66.0,70.0,6915.3659626453245,1.0,4240.0,2117.0
55,88,28,144.0,35.0,287.0,70.0,5675.6611751992,1.0,3394.0,1694.0
56,29,28,10.0,35.0,20.0,70.0,761.6543886237864,3.0,0.0,0.0
57,1142,28,20.0,35.0,40.0,70.0,1353.5894471516624,1.0,24.0,12.0
58,155,28,34.0,35.0,68.0,70.0,8450.95510667189,2.0,4800.0,2395.0
59,167,28,82.0,35.0,164.0,70.0,8797.527805765645,2.0,6180.0,3089.0
60,72,28,10.0,35.0,20.0,70.0,4450.87007251797,3.0,2291.0,1146.0
61,855,28,6.0,35.0,12.0,70.0,713.9126387698026,1.0,40.0,20.0
62,139,28,33.0,35.0,66.0,70.0,6282.372460628401,1.0,4273.0,2138.0
63,27,28,10.0,35.0,21.0,70.0,1016.7786075250418,1.0,83.0,41.0
64,1014,28,5.0,35.0,10.0,70.0,3083.417264754113,1.0,357.0,180.0
65,40,28,7.0,35.0,14.0,70.0,4542.007052754689,2.0,313.0,156.0
66,364,28,7.0,35.0,14.0,70.0,16331.101998707625,2.0,6763.0,3381.0
67,182,28,3.0,35.0,6.0,70.0,8776.501190548417,2.0,6037.0,3019.0
68,41,28,5.0,35.0,10.0,70.0,3835.6831006348216,2.0,318.0,159.0
69,52,28,7.0,35.0,14.0,70.0,2621.7830593763806,1.0,602.0,300.0
70,11,28,3.0,35.0,6.0,70.0,2456.995649568226,1.0,399.0,202.0
71,338,28,3.0,35.0,6.0,70.0,15388.324700631058,1.0,6770.0,3385.0
72,9,1142,28.0,20.0,56.0,40.0,2408.456994659924,2.0,428.0,215.0
73,29,1142,10.0,20.0,20.0,40.0,1671.2418954787015,5.0,132.0,67.0
74,849,1142,22.0,20.0,44.0,40.0,9743.921503711692,1.0,6773.0,3387.0
75,28,1142,35.0,20.0,70.0,40.0,1353.5894471516624,1.0,117.0,59.0
76,95,1142,23.0,20.0,46.0,40.0,6029.611239034387,1.0,3455.0,1728.0
77,152,1142,9.0,20.0,18.0,40.0,9669.81660064686,2.0,6465.0,3233.0
78,1012,1142,7.0,20.0,14.0,40.0,4117.008884002835,3.0,501.0,253.0
79,165,1142,7.0,20.0,14.0,40.0,10277.762075795594,1.0,6944.0,3473.0
80,258,1142,14.0,20.0,28.0,40.0,10553.811392501726,1.0,6871.0,3438.0
81,222,1142,2.0,20.0,3.0,40.0,11138.750244964524,1.0,6866.0,3433.0
82,30,1142,2.0,20.0,4.0,40.0,1672.0627668051811,1.0,186.0,93.0
83,440,1142,3.0,20.0,6.0,40.0,18466.105246673724,1.0,6927.0,3463.0
84,9,997,28.0,177.0,56.0,353.0,14983.574138944123,1.0,6070.0,3032.0
85,327,997,43.0,177.0,86.0,353.0,518.7801408099605,10.0,0.0,0.0
86,298,997,21.0,177.0,43.0,353.0,1259.794445380906,4.0,137.0,69.0
87,322,997,248.0,177.0,501.0,353.0,1814.882781174248,10.0,223.0,112.0
88,245,997,165.0,177.0,332.0,353.0,6154.082658234366,4.0,3804.0,1898.0
89,242,997,42.0,177.0,84.0,353.0,6236.344529977216,1.0,4396.0,2197.0
90,255,997,31.0,177.0,62.0,353.0,4799.562129927358,2.0,2407.0,1206.0
91,241,997,44.0,177.0,88.0,353.0,5671.287660259237,1.0,4036.0,2014.0
92,253,997,118.0,177.0,235.0,353.0,5565.819295138542,1.0,2980.0,1487.0
93,82,997,35.0,177.0,71.0,353.0,11400.774506462696,1.0,6120.0,3058.0
94,163,997,34.0,177.0,68.0,353.0,6108.506301544093,2.0,4942.0,2471.0
95,286,997,18.0,177.0,36.0,353.0,3236.5397643754486,6.0,1343.0,672.0
96,271,997,23.0,177.0,46.0,353.0,4750.559031589949,1.0,2126.0,1067.0
97,299,997,11.0,177.0,22.0,353.0,2294.32806747047,2.0,795.0,401.0
98,847,997,25.0,177.0,49.0,353.0,5627.667566188949,4.0,3380.0,1687.0
99,304,997,27.0,177.0,51.0,353.0,7565.986627487258,2.0,1176.0,591.0
100,477,997,12.0,177.0,24.0,353.0,6257.99064855915,1.0,1392.0,698.0
101,384,997,5.0,177.0,10.0,353.0,1790.4406749119942,5.0,24.0,12.0
102,354,997,9.0,177.0,18.0,353.0,5525.201013544549,5.0,1391.0,698.0
103,353,997,13.0,177.0,26.0,353.0,5949.5839451694965,2.0,1403.0,704.0
104,134,997,60.0,177.0,120.0,353.0,6974.699570747271,1.0,5199.0,2601.0
105,290,997,71.0,177.0,141.0,353.0,2476.4045792605884,3.0,557.0,280.0
106,155,997,34.0,177.0,68.0,353.0,10044.50463022047,3.0,6063.0,3031.0
107,167,997,82.0,177.0,164.0,353.0,6565.685347690111,1.0,5102.0,2551.0
108,344,997,15.0,177.0,30.0,353.0,4116.915184617983,4.0,1443.0,724.0
109,141,997,83.0,177.0,166.0,353.0,7885.616118719512,1.0,5816.0,2906.0
110,275,997,29.0,177.0,58.0,353.0,4506.454472747662,2.0,2366.0,1185.0
111,147,997,33.0,177.0,67.0,353.0,9708.148264376605,1.0,6075.0,3036.0
112,320,997,6.0,177.0,12.0,353.0,2902.2134981973018,1.0,811.0,408.0
113,76,997,25.0,177.0,50.0,353.0,11006.474934311107,1.0,6112.0,3054.0
114,300,997,11.0,177.0,22.0,353.0,2931.1402483321667,3.0,850.0,428.0
115,144,997,9.0,177.0,18.0,353.0,7636.0046571570865,1.0,5581.0,2788.0
116,459,997,17.0,177.0,34.0,353.0,5966.573580090326,2.0,1043.0,525.0
117,146,997,27.0,177.0,53.0,353.0,8832.152766450201,2.0,6023.0,3010.0
118,336,997,7.0,177.0,14.0,353.0,2818.5467119913997,2.0,855.0,429.0
119,279,997,6.0,177.0,12.0,353.0,3735.4478170833695,1.0,1890.0,947.0
120,259,997,13.0,177.0,26.0,353.0,7873.195762071695,1.0,5417.0,2707.0
121,351,997,5.0,177.0,10.0,353.0,4930.928125565881,1.0,1552.0,778.0
122,72,997,10.0,177.0,20.0,353.0,12280.191350242863,1.0,6211.0,3102.0
123,442,997,3.0,177.0,6.0,353.0,4759.611797910681,3.0,1049.0,528.0
124,432,997,4.0,177.0,8.0,353.0,3894.2257339670787,3.0,502.0,254.0
125,453,997,4.0,177.0,9.0,353.0,5446.432419726399,3.0,1056.0,531.0
126,456,997,11.0,177.0,22.0,353.0,5765.084575998239,3.0,1130.0,567.0
127,993,997,8.0,177.0,16.0,353.0,5184.5111839956435,3.0,1129.0,567.0
128,363,997,19.0,177.0,38.0,353.0,3556.784471166358,2.0,764.0,386.0
129,26,997,8.0,177.0,15.0,353.0,13930.916983744839,1.0,6112.0,3053.0
130,1036,997,4.0,177.0,8.0,353.0,18234.336056982913,1.0,6118.0,3056.0
131,364,997,7.0,177.0,14.0,353.0,2940.9488335136843,2.0,452.0,229.0
132,66,997,3.0,177.0,6.0,353.0,11547.192485716103,1.0,6099.0,3046.0
133,258,997,14.0,177.0,28.0,353.0,7237.852812017326,1.0,5320.0,2656.0
134,55,997,5.0,177.0,13.0,353.0,14195.594707019322,1.0,6220.0,3105.0
135,331,997,10.0,177.0,20.0,353.0,1180.9105743838388,2.0,143.0,72.0
136,992,997,8.0,177.0,16.0,353.0,4766.399181500325,1.0,1463.0,734.0
137,1038,997,3.0,177.0,6.0,353.0,15591.134000021484,2.0,6120.0,3057.0
138,381,997,2.0,177.0,4.0,353.0,2617.15383161846,2.0,78.0,39.0
139,766,997,2.0,177.0,4.0,353.0,11279.586562654362,2.0,248.0,123.0
140,166,997,3.0,177.0,6.0,353.0,7346.901908040907,2.0,5415.0,2704.0
141,272,997,8.0,177.0,16.0,353.0,4745.814405663138,2.0,2302.0,1155.0
142,278,997,3.0,177.0,6.0,353.0,3882.6126326271474,2.0,1539.0,771.0
143,370,997,4.0,177.0,8.0,353.0,2840.6854744303705,1.0,236.0,119.0
144,288,997,5.0,177.0,10.0,353.0,2971.562895870774,1.0,964.0,484.0
145,333,997,4.0,177.0,8.0,353.0,1589.5288443727047,2.0,120.0,61.0
146,277,997,7.0,177.0,14.0,353.0,4406.202635919129,1.0,2064.0,1036.0
147,111,997,2.0,177.0,4.0,353.0,10906.870487523025,2.0,5495.0,2752.0
148,294,997,7.0,177.0,15.0,353.0,1045.1435708912654,1.0,163.0,82.0
149,218,997,5.0,177.0,10.0,353.0,3582.2354411601473,1.0,2490.0,1248.0
150,47,997,4.0,177.0,8.0,353.0,13039.010395295409,1.0,6115.0,3054.0
151,334,997,4.0,177.0,8.0,353.0,2004.3648966652468,1.0,200.0,101.0
152,632,997,2.0,177.0,4.0,353.0,8477.02764184065,1.0,572.0,289.0
153,287,997,2.0,177.0,4.0,353.0,3395.090694394873,1.0,1354.0,678.0
154,79,997,3.0,177.0,6.0,353.0,12043.706546306472,1.0,6201.0,3099.0
155,366,997,3.0,177.0,6.0,353.0,2674.414083688574,1.0,402.0,203.0
156,230,997,7.0,177.0,15.0,353.0,4022.9323774565405,1.0,2315.0,1157.0
157,21,997,3.0,177.0,6.0,353.0,14618.72751338952,1.0,6225.0,3109.0
158,497,997,3.0,177.0,6.0,353.0,7864.73398988397,1.0,849.0,428.0
159,326,997,2.0,177.0,4.0,353.0,911.8927932624022,1.0,10.0,5.0
160,441,997,2.0,177.0,4.0,353.0,4252.680141764609,1.0,834.0,421.0
161,340,997,2.0,177.0,4.0,353.0,3349.011518334292,1.0,1087.0,544.0
162,324,997,3.0,177.0,6.0,353.0,1877.0877509489287,1.0,531.0,268.0
163,346,997,2.0,177.0,5.0,353.0,4837.042808661131,1.0,1594.0,799.0
164,30,997,2.0,177.0,4.0,353.0,13059.173009127815,1.0,6027.0,3011.0
165,440,997,3.0,177.0,6.0,353.0,4445.713973843356,1.0,769.0,388.0
166,505,997,1.0,177.0,2.0,353.0,5108.87394190665,1.0,581.0,294.0
167,982,997,1.0,177.0,2.0,353.0,6948.72992894869,1.0,661.0,334.0
168,356,997,1.0,177.0,2.0,353.0,4346.2576161581155,1.0,1465.0,735.0
169,362,997,1.0,177.0,2.0,353.0,4227.012535425117,1.0,959.0,483.0
170,427,997,1.0,177.0,2.0,353.0,3746.8120028910466,1.0,252.0,126.0
171,513,997,1.0,177.0,2.0,353.0,5776.030237566365,1.0,278.0,139.0
172,544,997,1.0,177.0,2.0,353.0,10093.010337903514,1.0,246.0,121.0
173,575,997,1.0,177.0,2.0,353.0,6753.886463334668,1.0,311.0,156.0
174,237,997,1.0,177.0,2.0,353.0,3847.2289460169463,1.0,2297.0,1149.0
175,239,997,1.0,177.0,2.0,353.0,4433.938231381218,1.0,2429.0,1216.0
176,292,997,1.0,177.0,2.0,353.0,2081.3253912212426,1.0,466.0,234.0
177,199,997,2.0,177.0,4.0,353.0,6156.1959437905425,1.0,2097.0,1052.0
178,846,997,1.0,177.0,2.0,353.0,3063.9686856347653,1.0,1327.0,662.0
179,462,997,1.0,177.0,2.0,353.0,6563.632232748722,1.0,940.0,474.0
180,600,997,2.0,177.0,4.0,353.0,9039.383012201573,1.0,901.0,454.0
181,788,997,1.0,177.0,2.0,353.0,17635.08319467432,1.0,294.0,147.0
182,9,25,28.0,3.0,56.0,6.0,1491.602159123718,1.0,316.0,159.0
183,50,25,41.0,3.0,73.0,6.0,1878.7583462820342,1.0,202.0,101.0
184,69,25,26.0,3.0,51.0,6.0,3459.445165774279,1.0,1892.0,946.0
185,10,9,92.0,28.0,186.0,56.0,707.6719833913668,20.0,6.0,3.0
186,997,9,176.0,28.0,353.0,56.0,14983.574138944123,1.0,6542.0,3270.0
187,1142,9,20.0,28.0,40.0,56.0,2408.456994659924,2.0,153.0,77.0
188,28,9,35.0,28.0,70.0,56.0,1336.8998262098676,4.0,61.0,31.0
189,992,9,8.0,28.0,16.0,56.0,16860.309660620307,1.0,6852.0,3426.0
190,10,69,92.0,25.0,186.0,51.0,4806.368666904014,3.0,803.0,399.0
191,88,69,144.0,25.0,287.0,51.0,1322.956951580721,4.0,502.0,253.0
192,286,69,18.0,25.0,36.0,51.0,9479.638959900461,2.0,5957.0,2982.0
193,290,69,71.0,25.0,141.0,51.0,9249.262112329008,1.0,5834.0,2919.0
194,71,69,46.0,25.0,92.0,51.0,625.8264765341155,4.0,0.0,0.0
195,247,69,14.0,25.0,28.0,51.0,7127.261092397433,1.0,5751.0,2878.0
196,289,69,11.0,25.0,22.0,51.0,10334.789814339043,1.0,5984.0,2994.0
197,75,69,15.0,25.0,30.0,51.0,1423.3961410381687,1.0,398.0,200.0
198,25,69,3.0,25.0,6.0,51.0,3459.445165774279,1.0,812.0,405.0
199,59,69,2.0,25.0,4.0,51.0,2576.4047675217525,1.0,433.0,219.0
200,52,69,7.0,25.0,14.0,51.0,2648.3226641296005,1.0,674.0,336.0
201,204,69,2.0,25.0,4.0,51.0,8025.49958647294,1.0,5147.0,2577.0
202,65,69,3.0,25.0,6.0,51.0,1456.6118384746862,1.0,205.0,98.0
203,839,69,2.0,25.0,4.0,51.0,2714.8247029440413,1.0,547.0,277.0
204,522,69,1.0,25.0,2.0,51.0,15899.047472365703,1.0,5950.0,2977.0
205,70,69,3.0,25.0,7.0,51.0,625.4648667738677,1.0,0.0,0.0
206,10,1022,92.0,5.0,186.0,10.0,2555.952393710242,3.0,274.0,137.0
207,322,1022,248.0,5.0,501.0,10.0,16369.83085222794,2.0,6732.0,3364.0
208,10,855,92.0,6.0,186.0,12.0,2578.522560135338,3.0,284.0,142.0
209,28,855,35.0,6.0,70.0,12.0,713.9126387698026,1.0,0.0,0.0
210,87,855,63.0,6.0,126.0,12.0,6807.736055143407,2.0,4377.0,2186.0
211,10,62,92.0,8.0,186.0,17.0,3792.8460861594963,3.0,515.0,255.0
212,89,62,63.0,8.0,129.0,17.0,2597.3091467376566,1.0,1493.0,747.0
213,140,62,47.0,8.0,94.0,17.0,3553.9476317494327,1.0,2342.0,1174.0
214,167,62,82.0,8.0,164.0,17.0,5857.649499364453,1.0,4210.0,2102.0
215,133,62,15.0,8.0,30.0,17.0,4735.998607854921,2.0,2448.0,1227.0
216,10,144,92.0,9.0,186.0,18.0,8651.636395824677,2.0,2851.0,1425.0
217,245,144,165.0,9.0,332.0,18.0,3014.785598381101,1.0,1283.0,641.0
218,997,144,176.0,9.0,353.0,18.0,7636.0046571570865,1.0,3885.0,1946.0
219,241,144,44.0,9.0,88.0,18.0,2674.8364090767,3.0,1550.0,775.0
220,89,144,63.0,9.0,129.0,18.0,2637.8297333996516,1.0,1516.0,758.0
221,167,144,82.0,9.0,164.0,18.0,1070.40200619687,1.0,119.0,60.0
222,10,1012,92.0,7.0,186.0,14.0,1796.5315399224203,2.0,134.0,67.0
223,1142,1012,20.0,7.0,40.0,14.0,4117.008884002835,3.0,790.0,392.0
224,71,1012,46.0,7.0,92.0,14.0,6794.358127554661,2.0,4132.0,2063.0
225,10,89,92.0,66.0,186.0,129.0,6119.353941145697,2.0,1197.0,598.0
226,322,89,248.0,66.0,501.0,129.0,8581.887208723341,1.0,4398.0,2200.0
227,245,89,165.0,66.0,332.0,129.0,5652.3813129990385,2.0,3480.0,1734.0
228,241,89,44.0,66.0,88.0,129.0,5262.48111037947,1.0,3722.0,1856.0
229,88,89,144.0,66.0,287.0,129.0,632.4484492382862,7.0,0.0,0.0
230,50,89,41.0,66.0,73.0,129.0,3192.366661629447,6.0,979.0,494.0
231,354,89,9.0,66.0,18.0,129.0,11877.470060286005,1.0,5478.0,2739.0
232,134,89,60.0,66.0,120.0,129.0,2855.467558030016,1.0,909.0,454.0
233,140,89,47.0,66.0,94.0,129.0,966.1250233201079,4.0,295.0,147.0
234,155,89,34.0,66.0,68.0,129.0,3776.5066371532857,1.0,1790.0,890.0
235,167,89,82.0,66.0,164.0,129.0,3405.0818455333897,1.0,1954.0,979.0
236,141,89,83.0,66.0,166.0,129.0,1720.5194835690509,3.0,578.0,288.0
237,147,89,33.0,66.0,67.0,129.0,2520.996589510618,3.0,1324.0,661.0
238,62,89,9.0,66.0,17.0,129.0,2597.3091467376566,1.0,1085.0,541.0
239,95,89,23.0,66.0,46.0,129.0,1765.4206440606565,4.0,271.0,137.0
240,87,89,63.0,66.0,126.0,129.0,1720.637585717591,4.0,797.0,398.0
241,76,89,25.0,66.0,50.0,129.0,2017.2604651379902,1.0,938.0,469.0
242,138,89,44.0,66.0,88.0,129.0,2263.8053956153944,3.0,913.0,456.0
243,144,89,9.0,66.0,18.0,129.0,2637.8297333996516,1.0,1534.0,767.0
244,92,89,3.0,66.0,6.0,129.0,1213.8305828834225,3.0,159.0,81.0
245,146,89,27.0,66.0,53.0,129.0,1284.7738036258927,3.0,606.0,302.0
246,852,89,17.0,66.0,33.0,129.0,1763.5965616319345,1.0,927.0,463.0
247,90,89,3.0,66.0,8.0,129.0,715.3340802757051,2.0,14.0,8.0
248,258,89,14.0,66.0,28.0,129.0,4089.886732754167,1.0,3118.0,1553.0
249,73,89,5.0,66.0,10.0,129.0,2501.1274817966437,1.0,977.0,490.0
250,235,89,3.0,66.0,6.0,129.0,6069.03816963463,1.0,4618.0,2309.0
251,1008,89,2.0,66.0,4.0,129.0,9085.115410400493,1.0,5069.0,2534.0
252,1048,89,2.0,66.0,4.0,129.0,6341.0527021915295,1.0,1289.0,644.0
253,839,89,2.0,66.0,4.0,129.0,2426.630784354687,1.0,326.0,165.0
254,405,89,2.0,66.0,4.0,129.0,12457.529401824899,1.0,4546.0,2276.0
255,4,89,5.0,66.0,10.0,129.0,7826.926030148095,1.0,1401.0,701.0
256,207,89,1.0,66.0,2.0,129.0,5697.659817916301,1.0,3194.0,1600.0
257,192,89,1.0,66.0,2.0,129.0,8251.177513397455,1.0,1877.0,941.0
258,10,73,92.0,5.0,186.0,10.0,4644.148842603989,2.0,772.0,384.0
259,86,73,33.0,5.0,66.0,10.0,2093.8677108670327,1.0,600.0,300.0
260,89,73,63.0,5.0,129.0,10.0,2501.1274817966437,1.0,1358.0,679.0
261,87,73,63.0,5.0,126.0,10.0,1781.4942778826503,1.0,926.0,464.0
262,10,341,92.0,3.0,186.0,6.0,15708.799075042192,2.0,6401.0,3197.0
263,304,341,27.0,3.0,51.0,6.0,11160.38161987559,1.0,5247.0,2623.0
264,10,124,92.0,2.0,186.0,4.0,9329.309116129441,2.0,2926.0,1463.0
265,10,47,92.0,4.0,186.0,8.0,2408.725677092507,2.0,256.0,128.0
266,997,47,176.0,4.0,353.0,8.0,13039.010395295409,2.0,6280.0,3138.0
267,10,40,92.0,7.0,186.0,14.0,6584.546830249392,2.0,1797.0,899.0
268,253,40,118.0,7.0,235.0,14.0,11914.440666215221,1.0,6462.0,3231.0
269,28,40,35.0,7.0,70.0,14.0,4542.007052754689,2.0,983.0,490.0
270,840,40,35.0,7.0,70.0,14.0,2123.3126340251547,2.0,80.0,40.0
271,10,27,92.0,11.0,186.0,21.0,1513.623608885775,2.0,84.0,42.0
272,134,27,60.0,11.0,120.0,21.0,7052.287617627277,1.0,5569.0,2786.0
273,28,27,35.0,11.0,70.0,21.0,1016.7786075250418,1.0,32.0,16.0
274,141,27,83.0,11.0,166.0,21.0,6615.597989695929,2.0,4488.0,2238.0
275,87,27,63.0,11.0,126.0,21.0,5457.280880838428,2.0,3361.0,1677.0
276,139,27,33.0,11.0,66.0,21.0,5956.300755879368,2.0,3840.0,1920.0
277,26,27,8.0,11.0,15.0,21.0,961.8340902022479,1.0,24.0,12.0
278,10,290,92.0,70.0,186.0,141.0,13946.199912724956,2.0,4930.0,2458.0
279,327,290,43.0,70.0,86.0,141.0,2042.0744112891505,2.0,1044.0,526.0
280,322,290,248.0,70.0,501.0,141.0,3226.9000963337817,3.0,748.0,375.0
281,242,290,42.0,70.0,84.0,141.0,3865.579719226887,3.0,2147.0,1073.0
282,997,290,176.0,70.0,353.0,141.0,2476.4045792605884,3.0,800.0,404.0
283,86,290,33.0,70.0,66.0,141.0,8746.274043699372,1.0,4802.0,2397.0
284,88,290,144.0,70.0,287.0,141.0,7977.863925582114,1.0,4639.0,2316.0
285,286,290,18.0,70.0,36.0,141.0,1005.782601827465,2.0,44.0,22.0
286,299,290,11.0,70.0,22.0,141.0,2738.1258530338964,2.0,1180.0,594.0
287,304,290,27.0,70.0,51.0,141.0,8740.550248535403,2.0,1984.0,995.0
288,477,290,12.0,70.0,24.0,141.0,5488.644335843138,3.0,846.0,427.0
289,69,290,26.0,70.0,51.0,141.0,9249.262112329008,1.0,4983.0,2488.0
290,276,290,23.0,70.0,45.0,141.0,2297.7474969682153,3.0,702.0,350.0
291,167,290,82.0,70.0,164.0,141.0,4581.49365698519,1.0,3374.0,1690.0
292,1143,290,23.0,70.0,46.0,141.0,4858.4897197446535,2.0,1383.0,693.0
293,289,290,11.0,70.0,22.0,141.0,1104.647316445092,4.0,44.0,22.0
294,95,290,23.0,70.0,46.0,141.0,7651.265023794198,1.0,4792.0,2392.0
295,300,290,11.0,70.0,22.0,141.0,3527.572640907476,2.0,1235.0,621.0
296,336,290,7.0,70.0,14.0,141.0,1881.4624485697188,1.0,281.0,142.0
297,259,290,13.0,70.0,26.0,141.0,5595.372265847992,1.0,3934.0,1964.0
298,993,290,8.0,70.0,16.0,141.0,4496.965496799232,1.0,835.0,421.0
299,363,290,19.0,70.0,38.0,141.0,3634.7913703779777,2.0,1127.0,568.0
300,1036,290,4.0,70.0,8.0,141.0,16937.72418750739,1.0,5621.0,2807.0
301,295,290,5.0,70.0,10.0,141.0,933.9313522777854,2.0,21.0,11.0
302,231,290,3.0,70.0,7.0,141.0,2113.861546086715,1.0,1115.0,558.0
303,370,290,4.0,70.0,8.0,141.0,4056.3176851303856,2.0,1107.0,557.0
304,302,290,5.0,70.0,10.0,141.0,5741.723125738672,2.0,1638.0,821.0
305,282,290,3.0,70.0,6.0,141.0,1232.6436917212773,2.0,209.0,105.0
306,257,290,5.0,70.0,10.0,141.0,4508.845200382687,2.0,3396.0,1693.0
307,288,290,5.0,70.0,10.0,141.0,1204.0443824364968,2.0,112.0,56.0
308,218,290,5.0,70.0,10.0,141.0,1956.1181037795866,1.0,95.0,48.0
309,341,290,3.0,70.0,6.0,141.0,2527.2669942214548,1.0,530.0,266.0
310,229,290,2.0,70.0,4.0,141.0,1176.2456898164744,1.0,52.0,27.0
311,371,290,5.0,70.0,9.0,141.0,4233.121698742769,1.0,1218.0,614.0
312,345,290,3.0,70.0,6.0,141.0,3476.5800931607087,1.0,797.0,402.0
313,227,290,2.0,70.0,4.0,141.0,1540.0539672243738,1.0,99.0,50.0
314,600,290,2.0,70.0,4.0,141.0,9270.699929367554,1.0,1335.0,672.0
315,238,290,1.0,70.0,2.0,141.0,1586.8573331900668,1.0,602.0,300.0
316,283,290,1.0,70.0,2.0,141.0,903.3821466739417,1.0,54.0,27.0
317,291,290,1.0,70.0,2.0,141.0,355.85177256789433,1.0,2.0,1.0
318,1024,290,1.0,70.0,2.0,141.0,17418.27434015406,1.0,5126.0,2557.0
